L,T,magnetization,magnetization_std,n_eff,log_magnetization,log_magnetization_std,n_eff_log,susceptibility,susceptibility_std,n_eff_susceptibility,log_susceptibility,log_susceptibility_std,n_eff_log_susceptibility,binder_cumulant,binder_cumulant_std,n_eff_binder,m2,m2_std,n_eff_m2,m4,m4_std,n_eff_m4,n_sweeps,n_thermalize,seed
64,2.2585,0.6465995727539062,0.13929601659956653,5241.51806640625,-0.4844458597077779,0.2995721276957638,8490.653935812707,1075.7320988872764,650.8702452386433,12876.103125079639,3.389443081599412,5.883459440811607,19789.243967197646,0.6341219498751135,0.07113033274276388,4070.5936347744996,0.4374939026415348,0.1463721928441858,5096.44140625,0.21282519806606534,0.11044168545443725,5327.43310546875,40000,4000,0
64,2.2621,0.632815478515625,0.14377317473607004,5215.380859375,-0.5096789669394857,0.30364395509814274,7869.990567819286,1016.3777333259537,638.7253359930102,11848.534123269877,3.253842929700224,5.8897319468718985,18688.783048715854,0.6305547893487197,0.0688861554600996,3917.2315393559184,0.42112563885450366,0.14869263710069222,5040.0185546875,0.19945575129106377,0.10890686614540374,5208.04541015625,40000,4000,1
64,2.2649,0.6187996337890626,0.15217096398701202,5223.2587890625,-0.5426219181970515,0.34523988072790673,8780.97677944023,955.8366488914384,634.6947352945215,11594.063419030465,3.0839694425111537,5.877601984350998,18380.9776010712,0.623495301170226,0.07782509723808857,3739.667525831398,0.40606841015815737,0.15369537408286882,4965.654296875,0.18851323118614613,0.10913037895479294,5050.25390625,40000,4000,2
64,2.2671,0.6135835205078125,0.15329645181410276,5314.72021484375,-0.5531353218106648,0.3494608470770146,7862.558747194604,937.0007621115977,624.4464111011677,11571.569034929154,3.035298016662366,5.875800433826268,19003.63893457183,0.6212394921172668,0.08816325860900158,3688.38776564284,0.3999839512825012,0.15344416298522698,5141.41064453125,0.18353168381002036,0.10783319486886374,5333.36669921875,40000,4000,3
64,2.2681,0.6025925537109375,0.15929981654446554,4431.42333984375,-0.579083895075778,0.35849232637224415,6942.243203046018,905.031575075917,621.7455063544081,10864.843269249879,2.9540964547953372,5.906954134890554,18642.516536544572,0.6169288952524458,0.06972166410251443,3293.555127311121,0.3884935829281807,0.15719673762771727,4368.2568359375,0.1756374605268146,0.10812762144110553,4650.291015625,40000,4000,4
64,2.2692,0.6006887573242188,0.16138137166925073,5259.34033203125,-0.585566936320103,0.38370411545442673,8147.530494389591,901.7520497720666,622.8501840616033,10397.205667678225,2.949526583281339,5.886336650722153,18320.47928592337,0.6143344537028829,0.0923194080707406,3523.738793269294,0.38687027919888495,0.15828933153097177,5063.173828125,0.17472349901613318,0.10841563471794771,5188.966796875,40000,4000,5
64,2.2702,0.5924467163085938,0.16649279027341338,4163.27490234375,-0.6079115171731265,0.39604241816962643,6679.776766959824,869.2874792423472,613.9978191891976,10815.817306865232,2.8584452530400717,5.8739174250817365,19545.448704442046,0.6098641457976847,0.07802899542830259,2876.692842209772,0.37871226788163187,0.16148278108439357,4075.267822265625,0.16949901851358437,0.1090715782700599,4272.1455078125,40000,4000,6
64,2.2713,0.5899679565429687,0.1657856874067271,5270.57763671875,-0.6120405827250831,0.4146989170862674,8341.878517454952,851.6898772028443,611.8778269287353,10530.21736530992,2.8105102254070236,5.871224761578204,18699.222148561097,0.6099529825305866,0.09939962501758742,3891.9992925188403,0.37554639677405355,0.16020368960128034,4933.97607421875,0.16669967666128419,0.10733046964571584,4958.85009765625,40000,4000,7
64,2.2734,0.5782683715820313,0.1715083216370754,4193.4228515625,-0.6443670094405538,0.4614446177645029,8841.782796445119,830.4385431550933,609.1617022805847,10159.059693240715,2.793877202396253,5.858767985370726,19144.795660224394,0.6033651860863669,0.10615654442241995,3011.2566853465946,0.3638086785852909,0.16326692590534594,4116.638671875,0.15901217730632988,0.10698597430592467,4448.3134765625,40000,4000,8
64,2.2763,0.5686061889648437,0.172454712458989,5139.09228515625,-0.6625240634577193,0.44376242903665175,8161.090447075191,785.7056812208787,595.3270558462993,10021.668745364866,2.6553718777678132,5.832013343717563,17958.158073141083,0.6018944218064566,0.10804820099774047,3706.6793699505624,0.35305288246273997,0.1625323445591804,5062.0009765625,0.1510624404240777,0.10484987187642461,5381.46533203125,40000,4000,9
