L,T,magnetization,magnetization_std,n_eff,log_magnetization,log_magnetization_std,n_eff_log,susceptibility,susceptibility_std,n_eff_susceptibility,log_susceptibility,log_susceptibility_std,n_eff_log_susceptibility,binder_cumulant,binder_cumulant_std,n_eff_binder,n_sweeps,n_thermalize,seed
12,2.0,0.9141666666666667,0.058101557151318275,405.85165185279584,-0.09442170524944211,0.08508019116784153,488.79552852813566,0.7676767457561727,0.25700800407999863,400.0,-0.9344685233674945,2.4543190836470345,400.0,0.6628971450966894,0.020343091246002823,389.73386957132436,800,500,0
12,2.05,0.8980729166666667,0.06688527787791615,465.51064315232725,-0.11331684129772925,0.09587446357974311,454.2633061890994,0.7205186926001204,0.25239586765744054,342.36511375990904,-1.0231190191803916,2.4980453786857826,345.06748676892363,0.6620774234501445,0.019731594997041028,294.82742613383397,800,500,1
12,2.1,0.8747569444444444,0.07743744880610619,341.5130998652787,-0.14037993842727933,0.09945116960509233,349.1431919047562,0.6665989215902411,0.24842833504245349,298.0366373269325,-1.0966330193161165,2.4386614681742773,349.09403814957744,0.6611884281447701,0.013087109740618217,304.7496476439389,800,500,2
12,2.15,0.84640625,0.09467862860396879,376.3366690233801,-0.18291371652895255,0.16371219638189227,456.159830494614,0.5826342906617857,0.2696191788693732,355.61178779005616,-1.5531588463755264,2.874767596038395,378.1225746956508,0.6548176585423435,0.03822577348916718,285.60925276404987,800,500,3
12,2.2,0.7932291666666665,0.12846668107174347,222.17994577389757,-0.2787254034718293,0.2906951178056915,235.4919491815086,0.5035583701599325,0.2770339467916378,299.1523836881752,-1.9371286325073276,3.0977730247793316,364.5361993291781,0.6359540751658571,0.058204227973268956,148.29769686071688,800,500,4
12,2.24,0.7775863269284322,0.1344421346369457,259.68838070095643,-0.2916960718948336,0.276178037056425,297.0576469052733,0.44459999259397043,0.27951683084840867,327.49963340753675,-2.299840843072876,3.2795883481508707,400.0,0.6405627989460343,0.05797825574743797,260.46548347860283,800,500,5
12,2.269185314213022,0.7268923611111111,0.15430229447734078,221.9631408934215,-0.4641661870609367,1.4550355581357468,602.8659980513012,0.3923798828800671,0.22299547164120812,225.07786260594588,-2.495271817675335,3.1763714988323293,351.2536595234273,0.6159590451011245,0.08223399195408927,182.72827818997223,800,500,6
12,2.28,0.7194791666666667,0.14274724142343728,151.56052813668038,-0.4098637856387654,0.342790934246556,161.5850367704211,0.39102285879629634,0.19928791562930734,262.3046478684741,-2.306323438947244,3.016966098375977,315.9594907454079,0.6085625177354329,0.06275621612773401,87.52265980373264,800,500,7
12,2.3,0.7093776106934002,0.17031312324495274,231.5171387903374,-0.42251613617312545,0.3878794906502055,273.48516926271327,0.35042165693773486,0.27499496543564056,307.76618069818943,-2.9008210237753547,3.4321995849615803,400.0,0.6105662558626683,0.09732055499596133,185.67076207885455,800,500,8
12,2.32,0.6992708333333333,0.16297871817966583,194.36811562354842,-0.4521193836286983,0.42244156349322887,185.49485648072329,0.35584249614197533,0.20329346403452409,225.10749721080828,-2.55321256134948,3.097750321182693,294.9919636486645,0.6048805666977474,0.11607267336085476,134.83025398506769,800,500,9
16,2.0,0.907353515625,0.0439899500913776,424.9208290800324,-0.09916819699289038,0.05141378815330593,430.2211364385605,0.762377815246582,0.23599615916252306,348.3902189801479,-0.9445724703440169,2.603259512618871,354.98581170418106,0.6648267123652977,0.005244463455699162,369.7964502639014,800,500,10
16,2.05,0.8880697838345865,0.06641215675709285,234.18154414388957,-0.125201172661674,0.10444052606608341,227.03239094249955,0.6880030562237996,0.271471432025142,349.0857741160643,-1.3758601241469546,3.1012825014594525,400.0,0.660988083090158,0.02930019784317903,240.69042360227763,800,500,11
16,2.1,0.8736685463659148,0.06497894131327847,272.0848895148955,-0.141022941112361,0.09036020178390089,272.2563137679245,0.657059624081566,0.2504897049891164,349.7779330434701,-1.3793476848320796,3.0801733632084702,393.39789701529753,0.6611280004851272,0.013210960613795758,253.03018422827228,800,500,12
16,2.15,0.8314144736842105,0.09090610023336217,285.909174451544,-0.2011396698892296,0.16524977198649723,273.22187319758103,0.5467296156772348,0.27672503136050575,347.02110465149144,-1.9280354563387518,3.3952527554691243,389.3370052400644,0.6534577204897642,0.02869594980808588,175.10537953781093,800,500,13
16,2.2,0.797998046875,0.10122189438708046,222.726033691511,-0.2546088094874945,0.24535333527983508,250.1142199728825,0.48015896190296514,0.27233000833349486,307.32517583286256,-2.3277013899088264,3.6555573768402785,400.0,0.6464817748060949,0.04875412126315954,178.14177067365108,800,500,14
16,2.24,0.7562950344611529,0.13366545385474252,246.3996194777657,-0.3574408467162473,1.037519300949263,641.859338048424,0.4141817092895508,0.2694837198064144,319.3687317481499,-2.690975706636766,3.767536989089367,400.0,0.6396346027013369,0.04431874350988385,174.7155428185197,800,500,15
16,2.269185314213022,0.696962890625,0.15307884612217817,217.36414140978482,-0.5161373046370072,1.1853170580242376,468.42233943264586,0.3427110093467253,0.2644560794488693,290.81406417132285,-3.0552105581324396,3.7559433162947067,400.0,0.6062210391337189,0.13171904249711655,150.70658717572013,800,500,16
16,2.28,0.720703125,0.1388287523218549,190.31657358242057,-0.41419932906795137,1.0401055347332702,631.8852102609496,0.3647568016721492,0.2102004856171979,242.67917522229016,-2.734737876790969,3.4828883358184695,317.07571895901924,0.6249412392183051,0.058437277508508356,122.32046930445,800,500,17
16,2.3,0.68681640625,0.13542566425493555,172.2440214348166,-0.4536875902509111,0.3769471357535646,238.24107998178468,0.3208263894786006,0.2517498443458341,300.4364264736536,-3.2295523024405632,3.872870842882697,400.0,0.6184122175661791,0.04701525382914136,88.72531185209915,800,500,18
16,2.32,0.639296875,0.16662570111257938,208.60161142267094,-0.602192751211911,0.8629542568475214,475.43581528825536,0.2776470184326172,0.19856413668622433,257.6021527058679,-3.380100720634482,3.658699596029605,327.35138909122946,0.5863639871169987,0.11783714936825637,137.51817998905523,800,500,19
24,2.0,0.9070052083333334,0.035147801565313413,343.48242012401647,-0.09883261349147218,0.04132248701055969,352.9357022496944,0.7470166015625,0.248094846570457,400.0,-1.2712830189623197,3.367890853124279,400.0,0.665554098122999,0.004593799268602679,355.81343222286444,800,500,20
24,2.05,0.8932682291666666,0.04153027014936469,435.2783408795402,-0.1146036592530181,0.05523115427295696,434.9184717669815,0.7006177176843383,0.2460860953787215,400.0,-1.3897969003378194,3.3974532641149646,400.0,0.6655954398893769,0.002403319351089387,392.84142017130176,800,500,21
24,2.1,0.8649696180555554,0.04931564778663629,345.38439605431455,-0.1476889879747949,0.06097558048150435,349.3556908169925,0.6270405405482988,0.2489655032183423,334.41441750443613,-1.7508679317493903,3.775747496279408,329.4678577649137,0.6643558890448404,0.006496462015900098,320.63228655096543,800,500,22
