L,T,magnetization,magnetization_std,n_eff,log_magnetization,log_magnetization_std,n_eff_log,susceptibility,susceptibility_std,n_eff_susceptibility,log_susceptibility,log_susceptibility_std,n_eff_log_susceptibility,binder_cumulant,binder_cumulant_std,n_eff_binder,m2,m2_std,n_eff_m2,m4,m4_std,n_eff_m4,n_sweeps,n_thermalize,seed
8,1.7,0.97015625,0.04343718079446764,14489.3701171875,-0.03143436270137746,0.04946762807466396,14724.267578125,35.504297555514704,2.969173953618131,14469.17578125,3.5653587752858513,0.09916475404068076,14762.86328125,0.664347332520492,0.007959899630433186,14408.44921875,0.94308984375,0.07866946810407249,14408.44921875,0.8956070291519165,0.13459850402966714,14412.546875,20000,2000,10000
8,1.85,0.948015625,0.06737474029553561,11564.2587890625,-0.05676938779040488,0.09130491990581352,12300.71484375,31.248281051013507,3.925285991873332,11533.296875,3.4301467969989434,0.18257035805479124,12300.076171875,0.6614136524365675,0.01443616043479158,11521.9951171875,0.90327275390625,0.11339520333729312,11521.9951171875,0.82875949716568,0.17898713157072277,11690.212890625,20000,2000,10001
8,1.95,0.927525,0.08814610324924127,10268.3759765625,-0.08462006453419886,0.3065601842766276,16586.044921875,28.49054145641026,4.5964961068313235,10541.359375,3.3259206809158997,0.30286283760249827,11417.5615234375,0.6579924434597189,0.03135284075107756,10539.22265625,0.86807197265625,0.14003690898568522,10539.22265625,0.7731583050727844,0.208037999340284,11125.50390625,20000,2000,10002
8,2.05,0.89395625,0.12196029869556074,8481.3515625,-0.13832204425954261,0.5904338789974098,15006.3203125,25.4136565902439,5.613604050650304,8652.158203125,3.180252167135173,0.5284167557488006,9922.5537109375,0.6504030944346351,0.038188515110292906,8652.3505859375,0.81403134765625,0.17981279260554206,8652.3505859375,0.694978058719635,0.2446710304115184,9122.4873046875,20000,2000,10003
8,2.55,0.5693828125,0.2643931343670631,6218.623046875,-0.9926227260986318,2.7149042235045564,14765.5302734375,9.890429152879904,6.966619285963797,6058.6640625,1.6634929526643332,1.7054572932796537,7815.88037109375,0.5013196258785532,0.2214633572415427,6054.93994140625,0.394097021484375,0.27757020805327715,6054.93994140625,0.23235383048057556,0.24478340926295972,6392.59912109375,20000,2000,10004
8,2.7,0.455925,0.2592509361528803,6382.86328125,-1.4366958906606386,3.4282790328930504,14826.0751953125,6.520246062731481,5.80678680410205,6211.22265625,0.965314740899463,2.127897609955121,8426.779296875,0.40232858836902596,0.3771597524226708,6213.45068359375,0.27507529296875,0.2449643770112365,6213.45068359375,0.13567096242904664,0.18803892090461072,6490.107421875,20000,2000,10005
8,2.9,0.37995,0.23609569073525927,6020.25244140625,-1.7616745996852592,3.8649149443786897,16156.7421875,4.41588900323276,4.475947356806341,5813.3818359375,0.47004219229437805,2.161163845917159,8319.62109375,0.32418554893872176,0.4102229120228391,5808.298828125,0.200100390625,0.2028325905946931,5808.298828125,0.0811791690826416,0.13666932037758,6456.80126953125,20000,2000,10006
8,3.2,0.2943921875,0.20150184787756847,6158.33154296875,-2.3125726381126808,4.682038776377868,15397.20703125,2.545110584716797,2.9722310088024537,6216.6875,-0.22148119928993515,2.2266424364944855,8007.67431640625,0.21240618288978008,0.6250727174083471,6217.46240234375,0.127267724609375,0.14857380438723325,6217.46240234375,0.03827014536857605,0.08110715756395596,6825.0888671875,20000,2000,10007
8,3.6,0.239878125,0.1719482871597075,5423.9482421875,-2.689698596288872,5.097679342412551,14466.1630859375,1.5482030164930556,1.9512914219217914,5376.84423828125,-0.7672572893539621,2.1946995424153037,6975.59912109375,0.13653466879071263,0.5584908585582736,5363.1787109375,0.08710625,0.10985322508845322,5363.1787109375,0.01965462646484375,0.04809254862531954,6071.43701171875,20000,2000,10008
8,4.2,0.2004703125,0.14672960160811704,4006.730224609375,-3.0566517766976693,5.5326282734507135,13420.0205078125,0.9400457133556547,1.2316701358617508,3986.58349609375,-1.2789488270964264,2.1593367252706703,5507.2109375,0.09387363922885861,0.71772151119601,3989.2470703125,0.061716845703125,0.0809047588748936,3989.2470703125,0.010354221773147583,0.027084099617155723,4859.29345703125,20000,2000,10009
8,5.0,0.1673640625,0.1260559951661045,3391.78466796875,-3.5626117070114334,6.1923617860343745,13869.2138671875,0.5613548429687502,0.7760870151870772,3390.6806640625,-1.8163542632478067,2.1154910546431056,4820.5048828125,0.030780460685379207,1.2394684454951366,3390.234619140625,0.043900048828125,0.06063539210702017,3390.234619140625,0.005603681230545044,0.01717446949981012,4106.78271484375,20000,2000,10010
