L,T,magnetization,magnetization_std,n_eff,log_magnetization,log_magnetization_std,n_eff_log,susceptibility,susceptibility_std,n_eff_susceptibility,log_susceptibility,log_susceptibility_std,n_eff_log_susceptibility,binder_cumulant,binder_cumulant_std,n_eff_binder,m2,m2_std,n_eff_m2,m4,m4_std,n_eff_m4,n_sweeps,n_thermalize,seed,n_sweeps_target,n_draws
256,2.269504,0.502152054977417,0.13571038415499123,5637.357421875,-0.7625363249940723,0.4977801331189419,7756.87109375,7813.282695619355,3243.181937763634,5409.68017578125,8.745991182152135,0.9918215952036086,7715.5361328125,0.6092397645650354,0.08513741715304517,5409.57080078125,0.2705737644691835,0.11230697254415868,5409.57080078125,0.08582286044035858,0.05419134075103835,5564.50390625,80000,8000,45,80000,80000
256,2.271117,0.4689769886016846,0.1495707856785365,5840.6630859375,-0.8636200079214159,0.6025983779479333,7936.138671875,6992.168287140322,3364.9949132129004,5563.0234375,8.542705466489753,1.206912178226916,7957.30322265625,0.5894697310618648,0.10022509899572062,5563.40576171875,0.24231055612365016,0.11660997616064993,5563.40576171875,0.07231212217555821,0.05205279445069449,5728.716796875,80000,8000,44,80000,80000
256,2.272727,0.4376200340270996,0.15799640462785738,4883.6455078125,-0.9626015475444841,0.6885165139107069,6731.38525390625,6242.114258879545,3407.6095403109075,4669.7216796875,8.345075169209148,1.3605066340757008,6565.82763671875,0.5673451162971584,0.12954445131973438,4666.12158203125,0.216473846021411,0.118165451837688,4666.12158203125,0.060823825480881416,0.04983292217384622,4799.08349609375,80000,8000,43,80000,80000
256,2.274345,0.4101716976165771,0.16218456178688237,5341.8505859375,-1.0531457195510412,0.7450331271805423,7788.94189453125,5605.851869108647,3352.624115463942,4985.048828125,8.162004870630614,1.492856618055561,7783.02197265625,0.547441777881132,0.16812608330595727,4984.49853515625,0.19454432480976683,0.11634972762123745,4984.49853515625,0.051384584217485235,0.04624959234337239,5080.43408203125,80000,8000,42,80000,80000
256,2.27596,0.3805267261505127,0.16628683820232415,4468.9853515625,-1.1602388913270094,0.815443622166805,6397.70458984375,4965.687560915236,3295.8775492900227,4280.1796875,7.9475724423779335,1.6285599319276052,6383.75537109375,0.5198338788118035,0.21705827511730655,4280.22802734375,0.17245155623274622,0.11445690073685928,4280.22802734375,0.042839757618606714,0.04278145150425318,4493.39697265625,80000,8000,41,80000,80000
256,2.277583,0.3518601581573486,0.16587062199334845,5023.0498046875,-1.2618820379254923,0.8591080397776018,7773.078125,4353.99639022921,3151.7306141900726,4642.45166015625,7.7447792802857265,1.6987386558976914,7585.42529296875,0.4920070065395402,0.24522523189923762,4642.1240234375,0.1513182902256842,0.10953453591959893,4642.1240234375,0.03489488954326431,0.03844576092963039,4770.990234375,80000,8000,40,80000,80000
256,2.279202,0.3213734203338623,0.16651705907989212,4942.72265625,-1.3992167860727676,0.9490810731009837,7286.27490234375,3766.910441890762,3005.867124971291,4644.443359375,7.469508870523161,1.8852628770596023,7177.71044921875,0.45446623945399534,0.2966197397331713,4645.22265625,0.13100845966256455,0.1045287625547078,4645.22265625,0.028089342126098774,0.03451375803626476,4859.98193359375,80000,8000,39,80000,80000
256,2.280829,0.2933466255187988,0.16085312233456375,4795.3310546875,-1.5040998868835334,0.9576534398084708,7579.6513671875,3216.0051379060355,2766.7415523088907,4376.6923828125,7.258511605599645,1.8991307101037938,7481.623046875,0.41996342722642577,0.27029741490871617,4348.3466796875,0.11192564624645747,0.0962898207981769,4376.68505859375,0.021798963980412294,0.029475998668118453,4348.3466796875,80000,8000,38,80000,80000
256,2.282454,0.27085514755249024,0.15616625064350417,5921.45166015625,-1.6067873478952441,0.9966682305036851,8784.75390625,2806.685897605719,2566.9198417549314,5498.81640625,7.052649080079637,1.9717385859959187,8678.2001953125,0.3878274257467157,0.3665856765942411,5499.70556640625,0.09775010394700803,0.0894041164401821,5499.70556640625,0.017548078944400056,0.02566615707958874,5610.6865234375,80000,8000,37,80000,80000
256,2.284085,0.24900201988220214,0.1491463857135187,4999.2001953125,-1.704034844396977,1.0098533748077934,7902.021484375,2417.206445469381,2348.367540736097,4570.1845703125,6.856878300654882,2.0061202621634258,7778.91650390625,0.35207880860300367,0.3464559963159958,4570.28955078125,0.08424637221876764,0.08184375157809119,4570.28955078125,0.013795767174403546,0.02210446953424156,4691.26025390625,80000,8000,36,80000,80000
256,2.285714,0.22804875259399415,0.14329480854936394,5633.439453125,-1.8153835249546502,1.0425213869691925,8429.193359375,2079.8090423637377,2140.5494550709477,5360.85693359375,6.63236766794734,2.077464367314999,8258.439453125,0.3136187833788371,0.3731643664752851,5362.4765625,0.07253937904934865,0.07465415452412529,5362.4765625,0.01083513463504221,0.018678342331970108,5873.80126953125,80000,8000,35,80000,80000
256,2.292264,0.1743163875579834,0.11948272105470925,6228.8779296875,-2.1199253255704598,1.0848430763011672,9544.9013671875,1276.849294062648,1495.91887188227,5854.19580078125,6.023718315534212,2.1410011625896885,9233.310546875,0.20925852483084906,0.43489141649598284,5851.7275390625,0.04466214515039464,0.05231844961172426,5851.7275390625,0.004731893163957327,0.010039365086407757,6485.99755859375,80000,8000,34,80000,80000
256,2.298851,0.13929053421020507,0.09930556975333665,6012.27978515625,-2.3574791339020833,1.0989352124442624,10089.2568359375,833.9230640162522,1052.7148510764569,5475.66015625,5.541119669261342,2.1824224267651893,9782.7314453125,0.13651243277918046,0.7124090034754921,5503.39794921875,0.02926332583464682,0.03690524916327971,5503.39794921875,0.0022183226297407686,0.005448724726809696,6246.33349609375,80000,8000,33,80000,80000
256,2.305476,0.11667565650939941,0.08529288765876578,6168.48681640625,-2.5491738104400037,1.1169375340543477,9667.2451171875,593.5600019972143,777.571793271008,6079.611328125,5.154855469567124,2.2227762853596507,9378.8662109375,0.09455461888157723,0.84478017103656,6072.31298828125,0.02088799457111163,0.027365326514137416,6072.31298828125,0.0011851600516644507,0.003127835091870355,7832.74169921875,80000,8000,32,80000,80000
256,2.312139,0.09952740364074707,0.07325352660133848,5185.40771484375,-2.7075716003396693,1.120080760259037,8754.939453125,432.8645337762576,582.841083485942,5298.76611328125,4.840702246841606,2.1922973791797093,8458.5244140625,0.062355017502678134,0.705922837815862,5299.99755859375,0.015271716159011703,0.020562772394202053,5299.99755859375,0.0006560476376320705,0.0019007320341344152,7221.9755859375,80000,8000,31,80000,80000
256,2.318841,0.08893560066223144,0.06560481630349045,6758.6953125,-2.82382276730963,1.1337586016382877,9936.68359375,344.6010557295997,463.4825020774354,6508.65087890625,4.6076437683014415,2.201210018223053,9450.201171875,0.06431954175920551,1.0435133166751274,6512.3681640625,0.012213479187467602,0.016418223344035983,6512.3681640625,0.0004187237621616301,0.001202409228190655,7577.83984375,80000,8000,30,80000,80000
256,2.325581,0.08082627296447754,0.05980580104435335,4904.27978515625,-2.9216078280330198,1.14139679208907,7989.8056640625,284.88166749357146,384.4271077085663,4759.48095703125,4.407983731737924,2.2106112301553797,7539.484375,0.05966400259705151,0.9413517072164101,4765.6337890625,0.010109575530712027,0.013642424582326085,4765.6337890625,0.00028831693944877035,0.0008623435670278009,5664.13671875,80000,8000,29,80000,80000
